0: 24,9,138,8,23,76
1: 118,6,160,261,186
90: 19,224,198,211,39,283
3: 9,29,33
241: 124,35,67
5: 24,55,88,32,138,94
6: 1,100,56,78,66
7: 209,244,137,152,89
8: 20,236,138,105,0,76
9: 0,24,3,86,84,29,33
10: 41,53,113,171,118,160
64: 42,246,46,220,265,259
12: 166,91,190,121,113
13: 142,93,205,218,270,249
14: 61,233,165,167,258
15: 109,251,197,279,128
16: 89,72,82,264,49,34
17: 240,44,63,143,157,226
18: 87,103,229,114
19: 106,90,224,83,283,149
20: 115,95,236,8,76,47
21: 202,257,45,36,41,223
22: 32,94,232,81,276,49
23: 33,274,212,76,0
24: 0,55,9,84,5,138
25: 227,139,185,150,125
26: 250,224,198,235,277,132,178
27: 192,29,149,112,278,86
28: 212,123,259,116,225,38
29: 27,278,3,9,86,33
30: 114,235,144,277,52
31: 79,169,263,237,108
32: 94,22,276,88,5
33: 23,212,3,9,29,46,220
34: 54,102,164,89,16,264
35: 124,77,241,258
36: 135,80,202,21,223
37: 201,85,207,255,71
38: 110,126,28,246,259,225
39: 201,144,211,90,198
40: 170,141,167,174,260
41: 10,53,223,21,45,171
42: 64,246,265,65,266,184
43: 166,207,190,78,181
44: 17,240,79,108,226,57
45: 21,257,171,226,41
46: 64,60,220,265,278,33
47: 274,123,76,20,95,256,146
48: 140,104,221,121,91
49: 16,82,264,280,22,232,81
52: 242,229,114,30
53: 10,41,121,223,113,104
54: 102,34,57,240,143,264,81
55: 24,84,5,100,261,88
56: 99,78,181,154,66,6
57: 54,102,120,79,240,44
58: 200,68,133,141,260
59: 148,183,136,195,162,196
60: 107,46,265,83,149,278
61: 14,179,70,145,77
99: 71,56,181,211,154,201
63: 17,157,276,186,88
65: 96,230,266,42,184,172
66: 56,154,6,100,192
67: 216,208,251,217,241
68: 200,58,116,225,133
69: 163,210,158
70: 216,183,145,196,77,61
71: 99,181,207,201,37
72: 16,204,136,82,244
73: 101,110,126,180,239,163,158
74: 173,97,127,175,176,263
203: 97,262,193,238,176,182
76: 23,274,47,0,20,8
77: 35,258,216,70,61
78: 56,181,190,43,6,160
79: 169,31,108,120,57,44
80: 36,130,248
81: 22,54,143,264,49
82: 72,16,136,195,49,280
83: 149,106,19,107,60,98
84: 24,55,9,86,100
85: 201,114,144,37,87
86: 9,84,192,29,27
87: 18,282,275,114,85
88: 261,186,63,32,55,5
89: 16,152,34,164,7
91: 12,166,253,48,93
92: 231,247,147,234
93: 13,218,270,253,91
94: 32,138,105,22,232,5
95: 145,20,115,256,47,179
96: 98,65,230,231,247,266
97: 173,228,74,203,176
98: 96,247,266,83,188,106,107
100: 6,261,66,55,84
101: 73,110,184,239,271
102: 54,206,34,120,164,57
103: 229,18
104: 130,140,48,53,121,223
105: 138,94,232,236,8
106: 188,19,250,224,83,98
107: 60,265,83,98,266
108: 237,257,226,79,31,44
109: 15,197,187,244,204,128
110: 73,101,184,126,38,246
111: 205,199
112: 283,192,27,211,154
113: 10,53,190,121,12,160
114: 30,85,18,87,52
115: 145,162,20,196,95,236
116: 68,225,133,146,28,123
204: 72,136,244,109,128,148
118: 1,160,186,171,10,157
119: 156,234
120: 102,206,57,79,169,269,125
121: 53,113,104,48,12
122: 273,168,227,152,139,137
123: 28,274,47,116,146
124: 35,241,245
125: 269,281,150,25,206,120
126: 73,110,180,38,225
127: 135,175,173,74
128: 208,148,204,15,109,251
129: 166,253,207,255,161
130: 140,104,248,80,223
131: 153,245,243
132: 151,178,277,214,26
133: 68,58,116,146,141,268
134: 177,174,215,260,200
135: 127,36,175,202
136: 72,204,82,195,148,59
137: 7,209,122,168,152
138: 105,94,0,24,5,8
139: 25,122,152,206,164
140: 130,104,199,48,221
141: 167,268,58,133,40
142: 13,205,249
143: 17,240,276,54,81
144: 201,235,30,85,39,198
145: 115,196,95,70,61,179
146: 116,133,256,123,47,268
147: 188,250,156,178,92,234
148: 128,208,183,59,204,136
149: 83,283,27,278,19,60
150: 189,185,281,125,25
151: 132,214
152: 122,139,164,7,137,89
153: 245,258,165,131,243
154: 99,56,211,66,192,112
155: 262,219,193
156: 119,178,147,234
157: 17,63,171,226,118,186
158: 163,69,73,239
159: 222,191
160: 1,118,10,190,113,78
161: 252,218,253,129
162: 115,196,236,195,59
163: 69,210,158,73,180,215
164: 102,206,34,152,139,89
165: 14,167,153,170,243
166: 43,12,253,91,129,207
167: 14,141,233,165,170,40
168: 273,122,137
169: 79,269,31,182,120
170: 243,40,165,167
171: 45,226,10,41,157,118
172: 254,271,65,230,184
173: 97,74,127
174: 134,260,40
175: 127,135,74,263,237,202
176: 182,263,97,74,203
177: 215,134,210
178: 156,132,147,26,250
179: 61,233,145,95,256
180: 73,126,200,215,163
181: 99,71,56,78,43,207
182: 238,169,269,281,176,203
183: 216,208,148,70,59,196
184: 101,110,42,246,65,172
185: 189,150,25,191,227
186: 1,118,261,88,63,157
187: 209,244,272,109,197
188: 147,106,250,98,247
189: 219,185,150
190: 113,43,12,160,78
191: 227,185,159,222
192: 27,112,154,66,86
193: 219,155,262,203,238
194: 267,271,239
195: 136,82,280,59,162
196: 145,162,115,183,70,59
197: 15,109,187,272
198: 26,90,224,235,144,39
199: 140,213,111,221
200: 68,58,180,215,134,260
201: 144,85,39,37,99,71
202: 237,21,257,135,36,175
205: 111,142,13,270
206: 102,120,164,125,139
207: 43,166,129,255,71,181,37
208: 216,128,67,148,183,251
209: 7,187,244,137
210: 163,69,177,215
211: 99,154,39,283,112,90
212: 23,28,33,274,220
213: 199,248
214: 242,277,151,132
215: 177,134,200,180,163,210
216: 208,67,183,70,77
217: 251,67
218: 13,93,249,253,161
219: 189,193,155
220: 64,46,259,33,212
221: 270,140,199,48
222: 159,273,191,227
223: 41,53,36,130,104,21
224: 26,106,19,90,250,198
225: 68,116,28,126,38
226: 108,45,171,17,44,157
227: 25,273,122,191,185,222
228: 97,262
229: 103,18,52
230: 96,65,231,254,172
231: 96,92,230,247
232: 280,105,94,22,49
233: 14,167,179,268
234: 147,156,119,92
235: 144,30,277,26,198
236: 162,20,115,8,105
237: 202,257,108,175,31,263
238: 281,182,203,193
239: 73,101,194,271,158
240: 17,44,143,54,57
242: 214,52
243: 170,153,165,131
244: 7,187,209,72,204,109
245: 124,153,131
246: 42,64,259,110,184,38
247: 96,92,98,231,188
248: 130,213,80
249: 142,13,218
250: 147,26,188,106,224,178
251: 15,128,208,67,217
252: 161,275
253: 166,91,129,93,218,161
254: 172,267,271,230
255: 129,207,282,37
256: 95,47,179,268,146
257: 237,202,21,108,45
258: 153,77,35,14
259: 64,246,220,28,38
260: 174,134,200,58,40
261: 1,100,186,88,55
262: 155,228,203,193
263: 31,176,74,175,237
264: 16,49,54,34,81
265: 42,64,107,46,60,266
266: 96,98,65,42,107,265
267: 254,194
268: 141,233,256,133,146
269: 169,281,182,125,120
270: 13,93,205,221
271: 254,194,172,101,239
272: 187,197
273: 122,168,227,222
274: 23,212,123,76,47
275: 87,282,252
276: 63,143,32,22
277: 235,30,214,26,132
278: 29,27,149,46,60
279: 15
280: 232,82,195,49
281: 238,269,182,125,150
282: 87,275,255
283: 149,112,211,19,90
284: 142
