x,y,z,type
62.81414919412373,-1441.3732705748112,0.0,sensitive
-306.18585080587627,-1378.3732705748112,0.0,sensitive
78.81414919412373,-1383.3732705748112,0.0,sensitive
-320.18585080587627,-1371.3732705748112,0.0,sensitive
530.8141491941237,-1333.3732705748112,0.0,sensitive
190.81414919412373,-1372.3732705748112,0.0,sensitive
129.81414919412373,-1365.3732705748112,0.0,sensitive
37.81414919412373,-1338.3732705748112,0.0,sensitive
-152.18585080587627,-1339.3732705748112,0.0,sensitive
-127.18585080587627,-1331.3732705748112,0.0,sensitive
157.81414919412373,-1352.3732705748112,0.0,sensitive
-90.18585080587627,-1355.3732705748112,0.0,sensitive
64.81414919412373,-1307.3732705748112,0.0,sensitive
-676.1858508058763,-1303.3732705748112,0.0,sensitive
-3.185850805876271,-1320.3732705748112,0.0,sensitive
-44.18585080587627,-1313.3732705748112,0.0,sensitive
282.81414919412373,-1302.3732705748112,0.0,sensitive
-160.18585080587627,-1293.3732705748112,0.0,sensitive
-585.1858508058763,-1277.3732705748112,0.0,sensitive
439.81414919412373,-1300.3732705748112,0.0,sensitive
-328.18585080587627,-1271.3732705748112,0.0,sensitive
45.81414919412373,-1286.3732705748112,0.0,sensitive
305.81414919412373,-1272.3732705748112,0.0,sensitive
246.81414919412373,-1274.3732705748112,0.0,sensitive
161.81414919412373,-1288.3732705748112,0.0,sensitive
-151.18585080587627,-1288.3732705748112,0.0,sensitive
326.81414919412373,-1273.3732705748112,0.0,sensitive
523.8141491941237,-1289.3732705748112,0.0,sensitive
-234.18585080587627,-1287.3732705748112,0.0,sensitive
100.81414919412373,-1273.3732705748112,0.0,sensitive
569.8141491941237,-1277.3732705748112,0.0,sensitive
10.814149194123729,-1286.3732705748112,0.0,sensitive
-446.18585080587627,-1285.3732705748112,0.0,sensitive
82.81414919412373,-1271.3732705748112,0.0,sensitive
42.81414919412373,-1256.3732705748112,0.0,sensitive
379.81414919412373,-1281.3732705748112,0.0,sensitive
272.81414919412373,-1268.3732705748112,0.0,sensitive
-266.18585080587627,-1261.3732705748112,0.0,sensitive
-102.18585080587627,-1256.3732705748112,0.0,sensitive
513.8141491941237,-1266.3732705748112,0.0,sensitive
-183.18585080587627,-1268.3732705748112,0.0,sensitive
559.8141491941237,-1242.3732705748112,0.0,sensitive
-153.18585080587627,-1269.3732705748112,0.0,sensitive
133.81414919412373,-1258.3732705748112,0.0,sensitive
383.81414919412373,-1261.3732705748112,0.0,sensitive
-601.1858508058763,-1256.3732705748112,0.0,sensitive
158.81414919412373,-1260.3732705748112,0.0,sensitive
333.81414919412373,-1250.3732705748112,0.0,sensitive
170.81414919412373,-1244.3732705748112,0.0,sensitive
399.81414919412373,-1253.3732705748112,0.0,sensitive
262.81414919412373,-1246.3732705748112,0.0,sensitive
546.8141491941237,-1237.3732705748112,0.0,sensitive
29.81414919412373,-1243.3732705748112,0.0,sensitive
368.81414919412373,-1240.3732705748112,0.0,sensitive
-3.185850805876271,-1249.3732705748112,0.0,sensitive
-21.18585080587627,-1220.3732705748112,0.0,sensitive
590.8141491941237,-1219.3732705748112,0.0,sensitive
105.81414919412373,-1242.3732705748112,0.0,sensitive
-130.18585080587627,-1236.3732705748112,0.0,sensitive
-68.18585080587627,-1252.3732705748112,0.0,sensitive
